"","ID","Sessio","jarkyttynyt","valpas","peloissaan","surullinen","inspiroitunut","vihamielinen","paattavainen","liikuttunut","hapeissaan","tarkkaavainen","hermostunut","aktiivinen","rentoutunut","ahdistunut","Condition","pos","neg","Empathy","sad","anxious","relaxed","moved","pleasantness"
"152","50061",2,1,2,1,1,2,1,1,2,1,2,1,2,5,1,"Music",2.28571428571429,1,"HIGH",29.8076923076923,21.1538461538462,98.0769230769231,21.1538461538462,89.4230769230769
"153","50061",3,1,3,1,1,2,1,1,1,1,3,1,2,5,1,"Silence",2.42857142857143,1,"HIGH",29.8076923076923,21.1538461538462,98.0769230769231,21.1538461538462,89.4230769230769
"154","50062",1,1,3,1,1,3,1,2,1,1,4,1,3,4,1,"Baseline",2.85714285714286,1,"LOW",44.3396226415094,6.60377358490566,100,32.0754716981132,100
"155","50062",2,1,1,1,2,5,1,1,1,1,1,2,1,4,1,"Music",2,1.28571428571429,"LOW",44.3396226415094,6.60377358490566,100,32.0754716981132,100
"156","50062",3,1,2,1,1,4,1,2,1,1,3,1,1,4,1,"Silence",2.42857142857143,1,"LOW",44.3396226415094,6.60377358490566,100,32.0754716981132,100
"157","50063",1,1,4,1,1,4,1,4,1,1,4,1,3,4,1,"Baseline",3.42857142857143,1,"LOW",66.9811320754717,1.88679245283019,99.0566037735849,66.0377358490566,73.5849056603774
"158","50063",2,1,5,1,1,5,1,5,3,1,5,1,2,5,1,"Music",4.28571428571429,1,"LOW",66.9811320754717,1.88679245283019,99.0566037735849,66.0377358490566,73.5849056603774
"159","50063",3,1,5,1,1,4,1,3,2,1,3,1,3,5,1,"Silence",3.57142857142857,1,"LOW",66.9811320754717,1.88679245283019,99.0566037735849,66.0377358490566,73.5849056603774
"160","50064",1,1,2,1,1,2,1,2,1,1,3,2,2,4,1,"Baseline",2.28571428571429,1.14285714285714,"LOW",55.6603773584906,71.6981132075472,2.83018867924528,51.8867924528302,59.4339622641509
"161","50064",2,2,2,1,3,1,3,2,2,1,1,3,3,2,4,"Music",1.85714285714286,2.42857142857143,"LOW",55.6603773584906,71.6981132075472,2.83018867924528,51.8867924528302,59.4339622641509
"162","50064",3,1,2,1,1,1,1,1,1,1,1,2,2,4,1,"Silence",1.71428571428571,1.14285714285714,"LOW",55.6603773584906,71.6981132075472,2.83018867924528,51.8867924528302,59.4339622641509
"163","50065",1,1,4,1,2,4,1,3,1,1,3,1,4,4,1,"Baseline",3.28571428571429,1.14285714285714,"LOW",65.0943396226415,8.49056603773585,81.1320754716981,50,77.3584905660377
"164","50065",2,1,4,1,1,3,1,3,1,1,3,1,3,4,1,"Music",3,1,"LOW",65.0943396226415,8.49056603773585,81.1320754716981,50,77.3584905660377
"165","50065",3,1,4,1,1,3,1,3,1,1,4,1,3,3,1,"Silence",3,1,"LOW",65.0943396226415,8.49056603773585,81.1320754716981,50,77.3584905660377
"166","50066",1,1,2,1,1,3,1,3,1,1,2,1,2,4,1,"Baseline",2.42857142857143,1,"HIGH",33.0188679245283,1.88679245283019,99.0566037735849,54.7169811320755,99.0566037735849
"167","50066",2,1,1,1,2,4,1,3,3,1,1,1,1,5,1,"Music",2.57142857142857,1.14285714285714,"HIGH",33.0188679245283,1.88679245283019,99.0566037735849,54.7169811320755,99.0566037735849
"168","50066",3,1,3,1,1,1,1,1,1,1,3,1,3,2,1,"Silence",2,1,"HIGH",33.0188679245283,1.88679245283019,99.0566037735849,54.7169811320755,99.0566037735849
"169","50067",1,1,3,1,1,1,1,2,1,1,3,1,2,4,1,"Baseline",2.28571428571429,1,"LOW",38.6792452830189,0,77.3584905660377,33.0188679245283,84.9056603773585
"170","50067",2,1,2,1,2,1,1,1,2,1,2,1,2,5,1,"Music",2.14285714285714,1.14285714285714,"LOW",38.6792452830189,0,77.3584905660377,33.0188679245283,84.9056603773585
"171","50067",3,1,3,1,1,1,1,1,1,1,3,1,3,3,1,"Silence",2.14285714285714,1,"LOW",38.6792452830189,0,77.3584905660377,33.0188679245283,84.9056603773585
"172","50068",1,2,2,1,2,2,1,2,1,1,3,3,3,2,1,"Baseline",2.14285714285714,1.57142857142857,"HIGH",98.0769230769231,2.88461538461538,98.0769230769231,98.0769230769231,100
"173","50068",2,1,3,1,4,5,3,5,4,1,4,2,4,4,1,"Music",4.14285714285714,1.85714285714286,"HIGH",98.0769230769231,2.88461538461538,98.0769230769231,98.0769230769231,100
"174","50068",3,1,1,1,1,3,1,1,2,1,2,1,1,3,1,"Silence",1.85714285714286,1,"HIGH",98.0769230769231,2.88461538461538,98.0769230769231,98.0769230769231,100
"175","50069",1,1,2,1,1,1,1,1,1,1,3,2,2,3,1,"Baseline",1.85714285714286,1.14285714285714,"LOW",16.0377358490566,21.6981132075472,74.5283018867925,68.8679245283019,77.3584905660377
"176","50069",2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,"Music",1.42857142857143,1,"LOW",16.0377358490566,21.6981132075472,74.5283018867925,68.8679245283019,77.3584905660377
"177","50069",3,1,1,1,1,1,1,1,1,1,2,2,1,4,1,"Silence",1.57142857142857,1.14285714285714,"LOW",16.0377358490566,21.6981132075472,74.5283018867925,68.8679245283019,77.3584905660377
"178","50070",1,1,3,1,1,1,1,1,1,1,3,1,3,2,1,"Baseline",2,1,"LOW",15.2542372881356,3.38983050847458,23.728813559322,1.69491525423729,53.3898305084746
"179","50070",2,1,3,1,1,2,1,1,1,1,4,1,3,2,1,"Music",2.28571428571429,1,"LOW",15.2542372881356,3.38983050847458,23.728813559322,1.69491525423729,53.3898305084746
"180","50070",3,1,3,1,1,1,1,1,1,1,3,1,3,2,1,"Silence",2,1,"LOW",15.2542372881356,3.38983050847458,23.728813559322,1.69491525423729,53.3898305084746
"181","50071",1,1,4,1,1,2,1,2,1,1,4,2,2,3,1,"Baseline",2.57142857142857,1.14285714285714,"LOW",73.728813559322,16.1016949152542,74.5762711864407,79.6610169491525,72.8813559322034
"182","50071",2,1,3,1,2,2,1,2,2,1,4,1,2,3,1,"Music",2.57142857142857,1.14285714285714,"LOW",73.728813559322,16.1016949152542,74.5762711864407,79.6610169491525,72.8813559322034
"183","50071",3,1,2,1,1,2,1,2,1,1,3,1,2,3,1,"Silence",2.14285714285714,1,"LOW",73.728813559322,16.1016949152542,74.5762711864407,79.6610169491525,72.8813559322034
"184","50072",1,1,3,1,1,1,1,2,1,1,3,1,3,3,1,"Baseline",2.28571428571429,1,"LOW",75.4237288135593,60.1694915254237,55.9322033898305,83.0508474576271,66.1016949152542
"185","50072",2,1,2,1,3,1,1,2,2,1,2,1,1,4,2,"Music",2,1.42857142857143,"LOW",75.4237288135593,60.1694915254237,55.9322033898305,83.0508474576271,66.1016949152542
"186","50072",3,1,2,1,1,2,1,2,1,1,3,2,3,4,2,"Silence",2.42857142857143,1.28571428571429,"LOW",75.4237288135593,60.1694915254237,55.9322033898305,83.0508474576271,66.1016949152542
